occupation
able seaman
gluing-machine operator
gluing-machine operator, automatic
gluing-machine operator, electronic
gluten-settling tender
goat herder
gold burnisher
gold cutter
gold reclaimer
gold-nib grinder
goldbeater
golf-ball trimmer
golf-ball-cover treater
golf-club assembler
golf-club facer
golf-club head former
golf-club repairer
golf-club weigher
golf-club weighter
golf-course ranger
golf-range attendant
golf-shoe-spike assembler
goods layer
goodwill ambassador
governor assembler, hydraulic
grade checker
grader
grader marker
grader tender
grader, dressed poultry
grader, green meat
grader, meat
grading clerk
graduate assistant
grain drier
grain elevator clerk
grain mixer
grain picker
grain receiver
grain-drier operator
grain-wafer-machine operator
grainer, machine
graining-press operator
grant coordinator
granulating-machine operator
granulator operator
granulator tender
granulator-machine operator
graphic designer
graphite pan-drier tender
grated-cheese maker
gravel inspector
graves registration specialist
gray-cloth tender, printing
grease buffer
grease maker
grease maker, head
grease-and-tallow pumper
grease-refiner operator
greaser
greaser operator
green inspector
green-chain offbearer
green-coffee blender
green-tire inspector
greens tier
greenskeeper i
greenskeeper ii
greige-goods marker
grinder
grinder i
grinder ii
grinder machine setter
grinder operator
grinder operator, automatic
grinder operator, external, tool
grinder operator, surface, tool
grinder operator, tool
grinder set-up operator
grinder set-up operator, centerless
grinder set-up operator, gear, tool
grinder set-up operator, internal
grinder set-up operator, jig
grinder set-up operator, thread tool
grinder set-up operator, universal
grinder, carbon plant
grinder, gear
grinder, hand
grinder, hardboard
grinder, lap
grinder-chipper i
grinder-chipper ii
grinder-mill operator
grinding machine tender
grinding-machine operator, automatic
grinding-machine operator, portable
grinding-mill operator
grinding-wheel inspector
grip
grip assembler
grip boss
grip wrapper
grizzly worker
groover
groover and turner
groover-and-striper operator
grooving-lathe tender
grooving-machine operator
ground layer
ground mixer
groundskeeper, industrial-commercial
group leader, printed circuit board assembly
group leader, printed circuit board quality control
group leader, semiconductor processing
group leader, semiconductor testing
group-sales representative
grout-machine tender
growth-media mixer, mushroom
guard, chief
guard, immigration
guard, school-crossing
guard, security
guide
guide setter
guide winder
guide, alpine
guide, chief airport
guide, establishment
guide, hunting and fishing
guide, plant
guide, sightseeing
guide, travel
guide-base winder, machine
guider
gum puller
gum-scoring-machine operator
gun examiner
gun synchronizer
gun-perforator loader
gun-repair clerk
gunner
gunsmith
gunsmith, ballistics laboratory
gynecologist
hacker
hackler, doll wigs
hair clipper, power
hair preparer
hair stylist
hair worker
hair-boiler operator
hair-sample matcher
hair-spinning-machine operator
hairspring adjuster
hairspring assembler
hairspring cutter i
hairspring cutter ii
hairspring truer
hairspring vibrator
ham-rolling-machine operator
hammer adjuster
hammer operator
hammer-mill operator
hammersmith
hand filer, balance wheel
hand sewer, shoes
hand stamper
handbag framer
hander-in
handicapper, harness racing
handkerchief folder
handle assembler
handle maker
handle-and-vent-machine operator
handle-machine operator
handler
hands assembler
harbor master
hardener
hardener helper
hardening-machine operator
hardness inspector
hardness tester
hardware assembler
harness builder
harness cleaner
harness maker
harness placer
harness puller
harness rigger
harness-and-bag inspector
harp maker
harp regulator
harp-action assembler
harpsichord maker
harvest contractor
harvest worker, field crop
harvest worker, fruit
harvest worker, vegetable
harvester operator
hasher operator
hassock maker
hat blocker
hat braider
hat conditioner
hat finisher
hat maker
hat trimmer
hat-and-cap sewer
hat-block maker
hat-blocking-machine operator i
hat-blocking-machine operator ii
hat-body sorter
hat-finishing-materials preparer
hat-forming-machine feeder
hat-forming-machine operator
hat-lining blocker
hat-stock-laminating-machine operator
hatch tender
hatter
hay sorter
hazardous-waste management specialist
head coach
head doffer
head inspector
head operator, sulfide
head sawyer
head sawyer, automatic
head trimmer
head-bander-and-liner operator
head-gauge-unit operator
head-machine feeder
head-saw operator, insulation board
header
heading matcher and assembler
heading repairer
heading-machine operator
heading-saw operator
headwaiter/headwaitress
health officer, field
health physicist
health-equipment servicer
hearing aid specialist
hearing officer
hearing-aid repairer
heat curer
heat reader
heat treater
heat treater i
heat treater ii
heat welder, plastics
heat-transfer technician
heat-treat inspector
heat-treat supervisor
heat-treater apprentice
heat-treater helper
heat-treating bluer
heater
heater helper
heater i
heater ii
heater tender
heater-planer operator
heating-and-air-conditioning installer-servicer
heating-and-air-conditioning installer-servicer helper
heating-and-blending supervisor
heating-element winder
heating-plant superintendent
heavy forger
heavy-forger helper
heavy-media operator
heddle cleaner, machine
heddle-machine operator
heddles tier, jacquard loom
heel attacher, wood
heel breaster, leather
heel builder, machine
heel compressor
heel dipper
heel gouger
heel pricker
heel scorer
heel sorter
heel sprayer, machine
heel-nailing-machine operator
heel-seat fitter, hand
heel-seat fitter, machine
heel-seat laster, machine
heel-washer-stringing-machine operator
helmet coverer
helper, electrical
helper, liquefaction-and-regasification
helper, manufacturing
helper, metal bonding
helper, metal hanging
helper, shear operator
hemmer
hemmer, automatic
hemmer, blindstitch
hemmer, chainstitch
hemmer, lockstitch
hemmer, overlock
hemming-and-tacking-machine operator
hemstitching-machine operator
herbarium worker
hide handler
hide inspector
hide puller
hide splitter
hide stretcher, hand
hide trimmer
high rigger
high-density finishing operator
high-energy-forming equipment operator
highway-administrative engineer
highway-maintenance supervisor
highway-maintenance worker
histopathologist
historian
historian, dramatic arts
historic-site administrator
history-card clerk
histotechnologist
hobbing-press operator
hog tender
hog-confinement-system manager
hogshead cooper i
hogshead cooper ii
hogshead cooper iii
hogshead hooper
hogshead inspector
hogshead mat assembler
hogshead mat inspector
hogshead opener
hoist operator
hoisting engineer
holiday-detector operator
hollow-handle-knife assembler
holter scanning technician
home attendant
home economist
home-service director
homemaker
honey extractor
honey grader-and-blender
honey processor
honeycomb decapper
honing-machine operator, production
honing-machine set-up operator
honing-machine set-up operator, tool
hood maker
hoof and shoe inspector
hook puller
hook tender
hooker inspector
hooker-laster
hooking-machine operator
hoop bender, tank
hoop coiler
hoop maker, machine
hoop-flaring-and-coiling-machine operator
hoop-maker helper, machine
hop strainer
hop weigher
hopper attendant
hopper feeder
horizontal-earth-boring-machine operator
horizontal-earth-boring-machine-operator helper
horse trainer
horse-race starter
horse-race timer
horseradish maker
horseshoer
horticultural therapist
horticultural worker i
horticultural worker ii
horticultural-specialty grower, field
horticultural-specialty grower, inside
horticulturist
hose cutter, hand
hose cutter, machine
hose inspector and patcher
hose maker
hose wrapper
hose-coupling joiner
hose-tubing backer
hosiery mender
hospital-admitting clerk
hospital-insurance representative
hospital-television-rental clerk
host/hostess
host/hostess, dance hall
host/hostess, ground
host/hostess, head
host/hostess, restaurant
hostler
hot box operator
hot-car operator
hot-cell technician
hot-die-press operator
hot-plate-plywood-press operator
hot-press operator
hot-room attendant
hot-stone setter
hot-top liner
hot-top-liner helper
hot-wire glass-tube cutter
hot-wort settler
hotel clerk
hothouse worker
house builder
house mover
house officer
house repairer
house sitter
house worker, general
house-mover helper
house-mover supervisor
house-piping inspector
housecleaner
household-appliance installer
housekeeper
housekeeper, home
hull and deck remover
hull inspector
huller operator
human resource advisor
humidifier attendant
humidifier operator
humorist
hydrate-control tender
hydraulic blocker
hydraulic engineer
hydraulic operator
hydraulic press operator
hydraulic repairer
hydraulic-billet maker
